student_id,name,gender,class,section,school,zone,district,state,phone,address,attendance,math_score,science_score,language_score,meal_participation,distance_km,sibling_dropout,family_income,parent_education,engagement_score,dropout_reason,dropout_risk,location_type
1637,Anitha,Female,8,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-88522-52611,"58, Tiruvallur Town Nagar",20,62,54,64,yes,11.4,no,low,graduate,64,Early work pressure,1,City
1638,Chitra,Female,6,B,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-85088-13296,"28, Cuddalore Avenue",43,63,62,69,no,5.6,no,low,none,74,Health issues,1,City
1639,Gopal,Male,7,A,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-92231-29516,"67, Trichy Fort Cross Street",78,50,54,64,yes,7.7,yes,medium,secondary,66,None reported,0,City
1640,Kowsalya,Female,9,A,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-68271-70142,"172, RS Puram Cross Street",92,76,97,100,yes,2.4,no,high,primary,71,None reported,0,City
1641,Indira,Female,6,C,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-86226-30007,"220, Thillai Nagar Cross Street",20,87,52,55,yes,5.0,no,medium,secondary,64,None reported,0,Village
1642,Anitha,Female,10,B,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-91018-71221,"213, Thanjavur Main Road",67,72,32,48,yes,10.3,no,high,primary,72,None reported,0,City
1643,Dhanush,Male,6,C,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-97068-73356,"78, Chengalpattu Town Cross Street",67,60,34,40,yes,11.7,yes,low,none,50,Lack of interest,1,City
1644,Prasad,Male,8,B,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-69985-24478,"39, Chengalpattu Town Main Road",71,83,20,58,yes,5.3,no,low,primary,45,None reported,0,City
1645,Archana,Female,9,B,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-86192-96497,"177, Tirupur Nagar",53,82,71,75,yes,4.6,no,medium,primary,82,None reported,0,Village
1646,Ramya,Female,6,A,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-69617-70764,"64, Avadi Main Road",66,54,96,61,yes,9.4,no,medium,secondary,77,None reported,0,Village
1647,Lavanya,Female,8,A,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-94618-77740,"71, Virudhunagar Avenue",74,28,24,56,no,6.3,no,medium,secondary,82,Long travel distance,1,City
1648,Maha,Female,6,B,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-62866-33821,"24, Thillai Nagar Cross Street",78,72,37,87,yes,4.5,yes,low,secondary,49,None reported,0,Village
1649,Thulasi,Female,7,C,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-63339-50757,"157, Tirunelveli Town Avenue",70,56,51,82,yes,3.3,yes,low,secondary,53,None reported,0,Village
1650,Meena,Female,7,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-70692-18189,"179, Kancheepuram Cross Street",47,57,48,100,no,10.5,no,low,secondary,73,Low academic confidence,1,Village
1651,Karthi,Male,9,C,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-60865-37506,"77, Gobichettipalayam Colony",66,41,26,48,yes,1.1,yes,medium,graduate,68,None reported,0,City
1652,Prasad,Male,6,C,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-66878-92620,"194, RS Puram Colony",95,81,63,60,yes,5.9,no,medium,primary,71,None reported,0,City
1653,Nishanth,Male,8,C,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-78670-93379,"120, Perambalur Avenue",70,95,58,66,yes,1.1,no,medium,secondary,38,None reported,0,City
1654,Bhavani,Female,6,C,GHSS Ponneri,North Zone,Tiruvallur,Tamil Nadu,+91-67823-12966,"121, Ponneri Cross Street",69,75,39,52,yes,4.4,no,low,graduate,77,None reported,0,City
1655,Swetha,Female,6,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-87230-23865,"110, Tiruvallur Town Main Road",50,80,49,58,yes,1.1,yes,medium,primary,51,None reported,0,Village
1656,Bharath,Male,10,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-76470-73061,"126, Kancheepuram Main Road",68,97,64,45,yes,7.4,no,low,none,76,Early work pressure,1,City
1657,Murugan,Male,8,A,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-95850-11956,"173, Velachery Avenue",63,81,68,14,yes,10.4,no,low,primary,49,Health issues,1,Village
1658,Yamuna,Female,9,C,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-68844-37955,"225, Velachery Colony",82,59,37,51,yes,8.2,no,low,secondary,37,None reported,0,Village
1659,Arjun,Male,6,B,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-89877-44023,"102, Gobichettipalayam Colony",66,96,68,97,yes,7.4,no,low,graduate,76,None reported,0,City
1660,Mohan,Male,9,C,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-69308-21723,"83, Villupuram Main Road",78,88,57,56,no,8.4,yes,low,primary,75,Seasonal migration,1,City
1661,Logesh,Male,9,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-76910-30518,"73, Kancheepuram Cross Street",79,40,35,58,yes,11.2,yes,low,none,69,Lack of interest,1,Village
1662,Shankar,Male,10,A,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-67021-65716,"154, Erode Main Road",78,30,86,51,yes,3.9,yes,low,primary,59,Health issues,1,Village
1663,Dinesh,Male,7,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-96048-60873,"179, Kancheepuram Nagar",58,100,61,50,no,4.8,no,low,graduate,78,None reported,0,Village
1664,Vaishali,Female,7,A,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-60205-52710,"5, Chidambaram Main Road",89,61,76,54,yes,4.3,no,high,secondary,63,None reported,0,Village
1665,Dhivya,Female,9,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-90963-42346,"142, Kancheepuram Nagar",43,37,89,91,no,7.2,no,medium,secondary,68,Seasonal migration,1,Village
1666,Tamilselvi,Female,6,A,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-75349-87630,"96, Salem Town Avenue",98,58,55,66,yes,10.9,no,medium,graduate,65,None reported,0,City
1667,Ranjani,Female,6,B,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-90268-31073,"59, Trichy Fort Colony",59,73,54,70,yes,11.3,yes,low,primary,75,Peer influence,1,City
1668,Manoj,Male,8,B,GHSS Kumbakonam,Central Zone,Thanjavur,Tamil Nadu,+91-90707-28526,"10, Kumbakonam Nagar",83,47,39,70,yes,4.8,no,medium,secondary,67,None reported,0,Village
1669,Anand,Male,6,A,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-91502-79672,"165, Nagapattinam Cross Street",69,56,98,40,no,5.8,no,low,secondary,36,None reported,0,City
1670,Sowmya,Female,6,A,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-88986-48863,"211, Avadi Main Road",77,54,63,74,yes,3.1,yes,medium,primary,84,None reported,0,City
1671,Ranjani,Female,8,C,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-85849-99817,"136, Nagapattinam Colony",50,50,65,77,yes,2.4,yes,medium,primary,97,None reported,0,Village
1672,Anand,Male,7,C,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-89184-95551,"229, Singanallur Colony",88,60,44,56,yes,5.7,no,medium,graduate,59,None reported,0,City
1673,Manoj,Male,9,A,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-87365-28135,"92, Perambalur Avenue",77,61,32,55,yes,8.9,no,low,primary,76,None reported,0,Village
1674,Harish,Male,10,B,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-77252-77765,"236, Ariyalur Avenue",83,75,68,94,yes,1.1,no,medium,primary,73,None reported,0,City
1675,Mythili,Female,7,A,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-61664-78790,"214, Madhavaram Avenue",68,45,63,26,yes,9.4,no,medium,secondary,65,None reported,0,Village
1676,Selvam,Male,7,C,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-76867-11157,"81, Thanjavur Cross Street",74,40,46,80,yes,4.3,no,medium,graduate,73,None reported,0,City
1677,Eswari,Female,9,A,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-88595-20089,"151, Sirkazhi Main Road",75,67,60,85,yes,6.2,no,medium,graduate,69,None reported,0,Village
1678,Logesh,Male,10,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-73516-33627,"16, Kancheepuram Cross Street",52,91,65,56,yes,10.4,no,medium,primary,50,None reported,0,Village
1679,Balaji,Male,7,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-99763-25819,"126, Avadi Main Road",68,50,78,53,no,5.8,no,low,none,49,Early work pressure,1,Village
1680,Deepika,Female,6,B,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-97822-82542,"60, Sriperumbudur Main Road",91,81,64,78,yes,1.8,no,medium,primary,69,None reported,0,City
1681,Gayathri,Female,6,B,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-97266-82036,"4, Gobichettipalayam Main Road",66,73,62,56,no,9.8,yes,low,primary,79,Early work pressure,1,City
1682,Gayathri,Female,9,B,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-74158-20536,"103, RS Puram Cross Street",33,94,26,52,yes,6.8,no,medium,none,64,Economic hardship,1,Village
1683,Devi,Female,6,B,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-72028-43266,"235, Villupuram Nagar",55,67,30,60,yes,7.2,yes,low,none,49,Family relocation,1,Village
1684,Hema,Female,7,A,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-60349-80769,"57, Pudukkottai Avenue",72,55,56,53,no,5.6,no,low,primary,56,None reported,0,Village
1685,Gokul,Male,9,B,GHSS Thirumangalam,South Zone,Madurai,Tamil Nadu,+91-67125-89118,"57, Thirumangalam Avenue",72,73,44,48,no,7.6,no,low,graduate,72,Seasonal migration,1,Village
1686,Karthik,Male,9,C,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-85402-39125,"90, Sriperumbudur Main Road",68,72,40,34,no,6.7,yes,high,primary,57,Long travel distance,1,Village
1687,Devi,Female,10,B,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-71248-69456,"221, Madhavaram Cross Street",56,55,44,73,yes,5.3,no,low,primary,59,None reported,0,Village
1688,Yamuna,Female,7,C,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-95791-66996,"78, RS Puram Main Road",65,55,54,58,yes,7.2,yes,low,secondary,68,Lack of interest,1,City
1689,Tamilselvi,Female,9,B,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-97030-32512,"153, Thanjavur Main Road",56,82,50,41,no,1.0,yes,medium,none,66,Long travel distance,1,Village
1690,Siddharth,Male,6,B,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-62267-86648,"58, Thoothukudi Cross Street",60,72,96,52,yes,0.9,no,high,none,71,None reported,0,Village
1691,Hari,Male,7,A,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-81717-55095,"219, Chengalpattu Town Main Road",40,64,39,51,yes,3.3,yes,low,graduate,47,Seasonal migration,1,Village
1692,Shankar,Male,7,B,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-96332-83434,"73, Palayamkottai Cross Street",73,71,51,45,yes,10.8,yes,low,secondary,83,Lack of interest,1,City
1693,Nishanth,Male,7,A,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-61746-55458,"145, Sriperumbudur Avenue",51,14,59,41,yes,11.1,no,low,none,74,Lack of interest,1,Village
1694,Deepak,Male,7,B,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-85743-51032,"233, Tirunelveli Town Avenue",66,71,81,45,yes,1.2,no,low,graduate,58,None reported,0,City
1695,Suresh,Male,6,A,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-78209-30978,"17, Madurai West Main Road",76,92,50,58,yes,1.4,no,high,primary,76,None reported,0,Village
1696,Gayathri,Female,10,B,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-68679-33699,"102, Cuddalore Colony",54,55,25,94,no,5.7,no,low,none,42,Peer influence,1,Village
1697,Tamil,Male,7,A,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-91028-51746,"39, Sirkazhi Avenue",67,59,90,43,no,2.0,no,low,secondary,94,None reported,0,City
1698,Pavithra,Female,9,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-61733-10591,"147, Kancheepuram Avenue",85,69,42,74,yes,5.4,no,medium,graduate,57,None reported,0,Village
1699,Santhosh,Male,10,B,GHSS Kovilpatti,South Zone,Thoothukudi,Tamil Nadu,+91-75091-53498,"91, Kovilpatti Main Road",96,47,60,59,yes,2.7,no,high,primary,56,None reported,0,Village
1700,Sneha,Female,8,A,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-63235-77819,"218, Ariyalur Colony",80,67,76,34,yes,7.9,no,medium,none,79,None reported,0,Village
1701,Mythili,Female,9,C,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-68604-30096,"24, Tiruvallur Town Avenue",100,52,90,60,yes,2.0,no,low,secondary,47,None reported,0,Village
1702,Kumaran,Male,8,C,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-60486-49650,"198, Villupuram Avenue",63,75,40,52,yes,9.6,no,low,graduate,72,None reported,0,City
1703,Dhivya,Female,6,B,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-71151-87189,"151, RS Puram Avenue",73,71,62,72,yes,2.8,yes,medium,secondary,60,None reported,0,City
1704,Yamuna,Female,6,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-88396-46036,"15, Namakkal Avenue",72,41,77,52,yes,5.9,no,high,none,80,None reported,0,City
1705,Archana,Female,10,B,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-88655-72629,"35, Singanallur Colony",70,65,50,49,yes,6.7,no,medium,secondary,43,None reported,0,Village
1706,Arun,Male,10,B,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-80898-58920,"21, Thillai Nagar Avenue",58,55,62,81,no,9.5,no,medium,secondary,61,None reported,0,Village
1707,Deepika,Female,10,A,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-71010-49305,"115, Tambaram Cross Street",54,31,63,84,yes,9.2,no,low,primary,81,Early work pressure,1,Village
1708,Janani,Female,10,B,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-77925-21428,"74, Tambaram Avenue",79,69,84,67,yes,11.4,no,medium,none,73,None reported,0,Village
1709,Karthi,Male,6,A,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-86863-62232,"1, Tirupur Nagar",73,40,50,67,yes,2.5,no,medium,primary,70,None reported,0,Village
1710,Lakshmi,Female,10,B,GHSS Kumbakonam,Central Zone,Thanjavur,Tamil Nadu,+91-64906-16540,"189, Kumbakonam Main Road",91,54,71,52,yes,10.1,no,low,none,56,Low academic confidence,1,Village
1711,Prasad,Male,8,A,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-98789-39123,"98, Salem Town Main Road",53,47,67,65,yes,3.9,no,medium,none,80,None reported,0,Village
1712,Surya,Male,6,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-87393-17194,"122, Kancheepuram Colony",80,58,98,66,yes,4.2,no,medium,secondary,86,None reported,0,Village
1713,Ramesh,Male,8,A,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-71368-36199,"70, Perambalur Colony",71,77,77,71,yes,0.6,no,medium,graduate,37,None reported,0,City
1714,Anand,Male,9,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-86893-25029,"4, Kancheepuram Avenue",78,87,70,75,yes,2.9,no,high,secondary,45,None reported,0,City
1715,Sangeetha,Female,6,B,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-67622-35772,"118, Thoothukudi Cross Street",56,63,61,80,no,1.6,no,low,none,61,Health issues,1,City
1716,Saranya,Female,9,C,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-73659-42900,"155, Trichy Fort Nagar",75,58,38,26,no,11.1,yes,medium,primary,70,None reported,0,Village
1717,Shankar,Male,6,B,GHSS Kumbakonam,Central Zone,Thanjavur,Tamil Nadu,+91-65671-74803,"159, Kumbakonam Avenue",71,46,28,72,yes,10.4,yes,medium,primary,60,Economic hardship,1,City
1718,Siddharth,Male,8,C,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-65096-75039,"44, Tambaram Cross Street",71,86,15,47,yes,6.9,no,low,none,58,Health issues,1,City
1719,Yamuna,Female,9,B,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-70846-57046,"224, Chromepet Nagar",99,35,94,70,no,3.4,no,medium,primary,68,None reported,0,Village
1720,Tamilselvi,Female,7,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-88434-44894,"17, Tiruvallur Town Main Road",69,52,75,47,yes,3.7,no,low,primary,71,None reported,0,City
1721,Karthi,Male,8,A,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-65988-61224,"186, Gandhipuram Nagar",72,51,100,74,yes,4.1,no,high,secondary,78,None reported,0,City
1722,Dinesh,Male,10,C,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-63270-49940,"126, Adyar Colony",86,32,85,22,yes,9.5,no,medium,none,53,Early work pressure,1,Village
1723,Venkat,Male,7,B,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-84587-20794,"139, Gandhipuram Colony",71,75,65,65,yes,3.7,no,high,primary,69,None reported,0,City
1724,Eswari,Female,8,B,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-84100-96392,"77, Nagapattinam Main Road",53,30,67,73,no,9.2,no,low,graduate,86,Long travel distance,1,City
1725,Swetha,Female,10,C,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-67208-11453,"199, Velachery Avenue",57,70,50,81,yes,6.0,no,high,none,78,None reported,0,City
1726,Vanitha,Female,6,C,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-86994-66151,"9, Nagapattinam Nagar",81,58,78,78,yes,4.9,no,medium,secondary,60,None reported,0,City
1727,Naveen,Male,7,B,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-88837-97277,"55, Tirunelveli Town Main Road",53,55,84,83,yes,3.3,yes,high,primary,51,None reported,0,Village
1728,Saranya,Female,6,C,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-65326-90518,"5, Tiruvallur Town Avenue",45,75,32,67,no,5.2,no,low,none,52,Health issues,1,City
1729,Ranjani,Female,10,B,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-90849-36902,"147, Virudhunagar Colony",92,43,74,64,yes,8.3,no,low,secondary,67,None reported,0,City
1730,Ashwin,Male,7,C,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-81145-12871,"217, Gandhipuram Nagar",44,22,55,69,yes,6.3,no,medium,graduate,51,Seasonal migration,1,City
1731,Karthik,Male,6,C,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-86310-99495,"186, Nagapattinam Colony",51,67,64,59,no,7.0,no,low,secondary,74,Lack of interest,1,City
1732,Surya,Male,9,A,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-91101-35120,"208, Tambaram Avenue",51,51,83,63,no,5.1,yes,medium,secondary,66,Economic hardship,1,Village
1733,Bharath,Male,10,C,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-87438-52317,"227, Guindy Cross Street",100,32,69,89,yes,6.7,yes,medium,primary,60,Household responsibilities,1,Village
1734,Bala,Male,6,B,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-79132-30674,"8, Thiruvanmiyur Cross Street",90,47,50,74,yes,4.0,no,medium,secondary,81,None reported,0,City
1735,Vijay,Male,7,B,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-97065-90018,"108, Thoothukudi Colony",85,86,54,81,yes,8.5,yes,medium,secondary,59,None reported,0,City
1736,Mohan,Male,10,A,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-99797-79533,"42, Ambattur Nagar",82,61,63,69,yes,5.6,yes,medium,secondary,42,None reported,0,City
1737,Saravanan,Male,10,C,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-90533-80618,"29, Tirunelveli Town Colony",51,58,26,75,no,1.1,yes,medium,none,76,Long travel distance,1,Village
1738,Ranjani,Female,6,B,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-98004-16790,"27, Rasipuram Colony",72,36,78,94,yes,8.1,no,low,secondary,66,Lack of interest,1,City
1739,Devi,Female,10,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-89410-16079,"30, Chidambaram Colony",75,60,64,60,yes,6.4,no,low,secondary,63,None reported,0,City
1740,Karthi,Male,7,B,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-62060-77840,"164, Rasipuram Main Road",80,98,30,59,yes,1.1,yes,low,primary,46,None reported,0,City
1741,Deepika,Female,9,A,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-79604-79019,"84, Singanallur Main Road",91,46,30,72,yes,6.8,no,low,graduate,88,None reported,0,City
1742,Bala,Male,7,C,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-78062-21641,"20, Gandhipuram Colony",78,61,62,85,yes,11.4,yes,medium,graduate,52,None reported,0,Village
1743,Vikram,Male,10,C,GHSS Ponneri,North Zone,Tiruvallur,Tamil Nadu,+91-86617-61368,"34, Ponneri Main Road",71,52,38,59,yes,4.9,yes,medium,graduate,82,None reported,0,Village
1744,Vignesh,Male,7,A,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-87608-35509,"173, Madurai West Nagar",82,73,61,73,no,7.8,no,medium,primary,56,None reported,0,City
1745,Revathi,Female,7,B,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-91755-10769,"21, Tirupur Cross Street",63,60,59,67,yes,7.9,no,low,secondary,62,None reported,0,Village
1746,Gokul,Male,8,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-65899-30474,"58, Chidambaram Colony",52,100,63,62,yes,10.6,yes,low,none,54,Peer influence,1,City
1747,Nandhini,Female,6,A,GHSS Attur,West Zone,Salem,Tamil Nadu,+91-76379-89959,"97, Attur Colony",67,59,64,35,yes,5.2,no,high,primary,45,None reported,0,City
1748,Karthik,Male,8,A,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-87847-43533,"129, Srirangam Main Road",58,60,50,85,yes,10.8,no,low,secondary,43,Low academic confidence,1,City
1749,Bhavani,Female,8,C,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-93424-81668,"38, Adyar Main Road",62,89,61,79,no,10.0,no,high,graduate,96,None reported,0,Village
1750,Vaishali,Female,10,B,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-68334-40254,"110, RS Puram Main Road",57,55,50,30,yes,11.3,no,low,primary,59,Low academic confidence,1,Village
1751,Durga,Female,9,C,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-97155-73517,"234, Namakkal Cross Street",82,67,66,56,yes,7.2,yes,high,primary,55,None reported,0,City
1752,Gokul,Male,6,B,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-60726-60309,"107, Tambaram Colony",97,56,66,70,yes,2.4,no,medium,primary,90,None reported,0,City
1753,Bala,Male,10,C,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-70113-87068,"235, Thanjavur Avenue",86,36,37,73,no,4.8,no,low,graduate,65,Peer influence,1,Village
1754,Harish,Male,8,C,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-72274-58780,"235, Sirkazhi Colony",67,80,62,66,yes,6.4,no,high,primary,78,None reported,0,Village
1755,Ashwin,Male,6,A,GHSS Thirumangalam,South Zone,Madurai,Tamil Nadu,+91-76188-22536,"84, Thirumangalam Cross Street",63,86,42,73,no,11.4,no,medium,none,84,None reported,0,Village
1756,Nishanth,Male,10,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-63255-95507,"169, Kancheepuram Colony",57,58,81,86,yes,0.8,no,high,primary,67,None reported,0,Village
1757,Swathi,Female,10,C,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-96963-19269,"56, Ambattur Nagar",57,75,75,43,yes,8.0,yes,high,primary,47,Health issues,1,Village
1758,Arun,Male,7,C,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-98760-90333,"139, Erode Colony",72,69,50,73,yes,7.8,no,medium,none,54,None reported,0,Village
1759,Sowmya,Female,9,B,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-69917-17289,"133, Sriperumbudur Cross Street",42,54,60,61,yes,8.5,no,medium,secondary,51,Peer influence,1,Village
1760,Gopal,Male,7,A,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-77106-83229,"232, Erode Avenue",46,52,74,85,yes,5.4,no,high,graduate,84,None reported,0,Village
1761,Kavya,Female,10,C,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-83887-42244,"161, Velachery Main Road",56,37,64,72,yes,5.1,yes,medium,graduate,70,Family relocation,1,Village
1762,Shalini,Female,9,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-79030-10881,"80, Avadi Cross Street",47,49,61,75,no,4.3,no,high,primary,80,None reported,0,Village
1763,Dhivya,Female,8,A,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-86522-22705,"4, Perambalur Main Road",64,58,52,69,yes,1.3,yes,low,none,64,Seasonal migration,1,City
1764,Dhivya,Female,9,A,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-71753-15896,"38, Cuddalore Nagar",63,48,52,66,yes,11.7,yes,low,primary,64,Peer influence,1,Village
1765,Dhanush,Male,7,C,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-80349-46052,"217, Sirkazhi Colony",77,84,62,54,no,2.7,no,low,primary,78,None reported,0,City
1766,Kowsalya,Female,10,A,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-80657-18609,"237, Tirunelveli Town Main Road",48,38,61,70,no,9.1,no,medium,none,47,Low academic confidence,1,City
1767,Eswari,Female,8,A,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-83414-21773,"124, Tirupur Cross Street",66,49,49,79,yes,0.9,no,low,primary,76,None reported,0,City
1768,Pradeep,Male,10,B,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-83200-76700,"1, Guindy Nagar",62,43,28,81,no,11.7,yes,low,primary,69,Lack of interest,1,City
